Gene ID,Gene name,P-value (D5 vs Control),FDR step up (D5 vs Control),Ratio (D5 vs Control),Fold change (D5 vs Control),LSMean(D5) (D5 vs Control),LSMean(Control) (D5 vs Control)
Olfr402,Olfr402,8.38E-01,?,7.38E-01,-1.35E+00,2.28E+00,3.10E+00
Olfr403,Olfr403,3.57E-01,?,1.28E-01,-7.81E+00,5.24E-01,4.10E+00
Olfr404-ps1,Olfr404-ps1,1.91E-01,?,8.33E+00,8.33E+00,4.13E+00,4.95E-01
Olfr406,Olfr406,5.58E-01,?,2.40E+00,2.40E+00,3.56E+00,1.48E+00
Olfr410,Olfr410,7.19E-01,?,5.77E-01,-1.73E+00,3.26E+00,5.65E+00
Olfr411,Olfr411,4.80E-01,?,3.41E-01,-2.93E+00,1.40E+00,4.09E+00
Olfr414,Olfr414,9.37E-01,?,8.87E-01,-1.13E+00,1.73E+00,1.95E+00
Olfr416-ps1,Olfr416-ps1,6.62E-01,?,4.27E-01,-2.34E+00,1.03E+00,2.41E+00
Olfr417,Olfr417,1.25E-01,?,5.93E+00,5.93E+00,5.77E+00,9.73E-01
Olfr418,Olfr418,3.84E-01,?,1.50E-01,-6.65E+00,7.71E-01,5.12E+00
Olfr419,Olfr419,6.65E-01,?,2.64E+00,2.64E+00,2.69E+00,1.02E+00
Olfr421-ps1,Olfr421-ps1,2.79E-01,?,1.48E-01,-6.74E+00,8.90E-01,5.99E+00
Olfr424,Olfr424,8.29E-02,?,2.90E-02,-3.45E+01,1.78E-01,6.15E+00
Olfr427,Olfr427,2.75E-01,?,4.97E-02,-2.01E+01,1.78E-01,3.59E+00
Olfr43,Olfr43,1.94E-01,?,1.75E+01,1.75E+01,3.14E+00,1.79E-01
Olfr430,Olfr430,2.66E-01,?,2.45E-01,-4.09E+00,2.50E+00,1.02E+01
Olfr431-ps1,Olfr431-ps1,9.43E-01,?,8.78E-01,-1.14E+00,2.14E+00,2.44E+00
Olfr432,Olfr432,2.90E-02,1.86E-01,2.25E+00,2.25E+00,6.33E+01,2.81E+01
Olfr433,Olfr433,7.10E-01,8.85E-01,8.44E-01,-1.19E+00,2.45E+01,2.90E+01
Olfr440-ps1,Olfr440-ps1,5.49E-01,?,3.26E-01,-3.06E+00,1.29E+00,3.94E+00
Olfr441,Olfr441,3.70E-01,?,1.16E-01,-8.60E+00,1.78E-01,1.53E+00
Olfr443-ps1,Olfr443-ps1,2.64E-01,?,1.05E+01,1.05E+01,1.87E+00,1.79E-01
Olfr444,Olfr444,5.61E-01,?,2.51E-01,-3.98E+00,7.72E-01,3.07E+00
Olfr446,Olfr446,7.76E-01,?,5.95E-01,-1.68E+00,1.21E+00,2.04E+00
Olfr447,Olfr447,6.18E-01,?,4.96E-01,-2.02E+00,2.28E+00,4.60E+00
Olfr448,Olfr448,5.88E-01,?,3.60E-01,-2.78E+00,7.34E-01,2.04E+00
Olfr449,Olfr449,1.56E-01,?,1.01E-01,-9.91E+00,4.96E-01,4.92E+00
Olfr45,Olfr45,8.85E-01,?,7.91E-01,-1.26E+00,1.94E+00,2.46E+00
Olfr450,Olfr450,3.49E-01,?,1.96E-01,-5.10E+00,1.29E+00,6.56E+00
Olfr452,Olfr452,3.10E-01,?,2.24E-01,-4.46E+00,9.57E-01,4.27E+00
Olfr455,Olfr455,3.39E-01,6.51E-01,2.02E+00,2.02E+00,1.07E+01,5.29E+00
Olfr456,Olfr456,4.22E-01,?,5.45E-01,-1.84E+00,3.20E+00,5.88E+00
Kmt2c,Kmt2c,2.02E-04,8.60E-03,1.61E+00,1.61E+00,5.97E+03,3.71E+03
Olfr458,Olfr458,4.99E-01,7.67E-01,1.58E+00,1.58E+00,3.55E+01,2.25E+01
Olfr459,Olfr459,4.02E-01,?,1.09E-01,-9.13E+00,5.05E-01,4.61E+00
Olfr46,Olfr46,6.05E-01,8.33E-01,1.33E+00,1.33E+00,1.63E+01,1.23E+01
Olfr460,Olfr460,5.48E-01,?,3.65E-01,-2.74E+00,2.43E+00,6.66E+00
Olfr461,Olfr461,4.41E-01,?,2.47E+00,2.47E+00,5.87E+00,2.37E+00
Olfr462,Olfr462,3.42E-01,?,3.44E-01,-2.90E+00,6.16E+00,1.79E+01
Olfr463,Olfr463,3.56E-01,?,1.40E+01,1.40E+01,2.50E+00,1.79E-01
Olfr464,Olfr464,9.70E-01,?,9.43E-01,-1.06E+00,3.28E+00,3.48E+00
Olfr466,Olfr466,2.38E-01,?,2.02E-01,-4.95E+00,1.15E+00,5.70E+00
Olfr469,Olfr469,3.79E-01,?,2.07E-01,-4.84E+00,1.48E+00,7.17E+00
Olfr47,Olfr47,7.32E-01,?,2.00E+00,2.00E+00,2.79E+00,1.39E+00
Olfr470,Olfr470,1.69E-01,?,7.33E-02,-1.36E+01,4.99E-01,6.82E+00
Olfr471,Olfr471,1.49E-01,?,4.04E-02,-2.47E+01,1.78E-01,4.41E+00
Olfr472,Olfr472,6.89E-01,?,2.26E+00,2.26E+00,2.30E+00,1.02E+00
Olfr475-ps1,Olfr475-ps1,5.66E-01,?,2.79E-01,-3.58E+00,1.01E+00,3.62E+00
Olfr477,Olfr477,8.09E-01,?,1.67E+00,1.67E+00,1.55E+00,9.30E-01
Olfr478,Olfr478,6.63E-01,?,4.33E-01,-2.31E+00,2.33E+00,5.38E+00
Olfr48,Olfr48,5.63E-02,?,1.74E-02,-5.76E+01,1.78E-01,1.03E+01
Olfr481,Olfr481,8.66E-01,?,7.15E-01,-1.40E+00,1.03E+00,1.44E+00
Olfr483,Olfr483,6.11E-01,?,3.40E-01,-2.94E+00,1.55E+00,4.56E+00
Olfr484,Olfr484,1.38E-01,?,1.11E+01,1.11E+01,5.51E+00,4.96E-01
Olfr486,Olfr486,5.80E-01,?,3.37E+00,3.37E+00,1.61E+00,4.80E-01
Olfr487,Olfr487,1.99E-02,?,9.31E-02,-1.07E+01,1.16E+00,1.24E+01
Olfr488,Olfr488,5.28E-01,?,4.92E-01,-2.03E+00,2.39E+00,4.87E+00
Olfr49,Olfr49,3.20E-01,?,4.02E-01,-2.48E+00,4.01E+00,9.97E+00
Olfr490,Olfr490,1.34E-01,?,6.16E-02,-1.62E+01,2.94E-01,4.77E+00
Olfr493,Olfr493,5.48E-01,?,3.77E+00,3.77E+00,1.81E+00,4.80E-01
Olfr496-ps1,Olfr496-ps1,8.58E-01,?,1.42E+00,1.42E+00,2.17E+00,1.53E+00
Olfr498,Olfr498,6.38E-01,?,3.36E-01,-2.98E+00,1.03E+00,3.07E+00
Olfr509,Olfr509,8.67E-01,?,7.58E-01,-1.32E+00,2.32E+00,3.06E+00
Olfr51,Olfr51,1.39E-01,?,5.42E-02,-1.85E+01,1.78E-01,3.29E+00
Olfr510,Olfr510,2.27E-01,?,2.26E-01,-4.42E+00,2.50E+00,1.11E+01
Olfr52,Olfr52,5.64E-01,?,3.36E-01,-2.97E+00,4.99E-01,1.48E+00
Olfr520,Olfr520,1.00E+00,?,9.99E-01,-1.00E+00,3.06E+00,3.06E+00
Olfr521,Olfr521,7.37E-01,?,5.53E-01,-1.81E+00,1.28E+00,2.32E+00
Olfr522,Olfr522,7.33E-01,?,1.80E+00,1.80E+00,2.75E+00,1.53E+00
Olfr523,Olfr523,5.30E-01,?,2.57E-01,-3.88E+00,5.01E-01,1.95E+00
Olfr524,Olfr524,9.81E-01,?,9.62E-01,-1.04E+00,2.45E+00,2.55E+00
Olfr527,Olfr527,4.40E-01,?,3.69E+00,3.69E+00,3.74E+00,1.01E+00
Olfr531,Olfr531,5.94E-01,?,2.98E+00,2.98E+00,1.49E+00,5.00E-01
Olfr532,Olfr532,8.61E-01,?,8.43E-01,-1.19E+00,4.69E+00,5.56E+00
Olfr535,Olfr535,9.39E-01,?,1.15E+00,1.15E+00,3.54E+00,3.07E+00
Olfr536,Olfr536,3.99E-01,?,1.01E+01,1.01E+01,1.81E+00,1.79E-01
Olfr537-ps1,Olfr537-ps1,1.72E-01,?,5.21E-02,-1.92E+01,2.94E-01,5.63E+00
Olfr538,Olfr538,5.31E-02,?,2.51E+01,2.51E+01,4.50E+00,1.79E-01
Olfr539,Olfr539,2.28E-01,?,2.14E-01,-4.66E+00,2.05E+00,9.57E+00
Olfr54,Olfr54,9.52E-01,?,1.12E+00,1.12E+00,1.14E+00,1.02E+00
Olfr541,Olfr541,9.50E-01,?,8.92E-01,-1.12E+00,2.28E+00,2.55E+00
Olfr542-ps1,Olfr542-ps1,7.82E-01,?,7.12E-01,-1.40E+00,3.53E+00,4.96E+00
Hipk2,Hipk2,2.13E-04,8.92E-03,1.61E+00,1.61E+00,8.05E+02,5.01E+02
Olfr544,Olfr544,4.08E-02,2.25E-01,2.29E+00,2.29E+00,3.72E+01,1.62E+01
Olfr545,Olfr545,8.73E-02,3.38E-01,2.68E+00,2.68E+00,3.76E+01,1.40E+01
Olfr547,Olfr547,1.03E-01,?,1.78E+01,1.78E+01,3.19E+00,1.79E-01
Olfr548-ps1,Olfr548-ps1,1.73E-01,?,4.40E+00,4.40E+00,4.38E+00,9.97E-01
Olfr549,Olfr549,7.13E-02,?,1.37E-01,-7.28E+00,1.46E+00,1.06E+01
Olfr55,Olfr55,9.94E-02,?,1.29E+01,1.29E+01,6.21E+00,4.81E-01
Olfr550,Olfr550,3.74E-01,6.80E-01,7.06E-01,-1.42E+00,2.41E+01,3.42E+01
Olfr551,Olfr551,9.36E-01,?,9.36E-01,-1.07E+00,4.23E+00,4.52E+00
Olfr552,Olfr552,8.77E-01,?,1.17E+00,1.17E+00,6.56E+00,5.61E+00
Olfr553,Olfr553,8.33E-01,?,7.52E-01,-1.33E+00,3.55E+00,4.72E+00
Olfr556,Olfr556,6.35E-01,?,2.04E+00,2.04E+00,3.02E+00,1.48E+00
Olfr557,Olfr557,7.80E-01,?,6.69E-01,-1.50E+00,3.76E+00,5.62E+00
Olfr558,Olfr558,2.57E-01,5.76E-01,1.73E+00,1.73E+00,4.49E+01,2.59E+01
Olfr559,Olfr559,6.81E-01,?,1.76E+00,1.76E+00,4.49E+00,2.55E+00
Olfr56,Olfr56,2.79E-01,5.98E-01,1.57E+00,1.57E+00,5.77E+01,3.69E+01
Olfr560,Olfr560,1.50E-02,?,4.06E+01,4.06E+01,7.27E+00,1.79E-01
Olfr561,Olfr561,4.93E-01,?,3.33E+00,3.33E+00,3.24E+00,9.73E-01
Olfr564,Olfr564,9.83E-01,?,1.04E+00,1.04E+00,2.85E+00,2.74E+00
Olfr566,Olfr566,3.03E-01,?,2.16E-01,-4.63E+00,1.21E+00,5.63E+00
Olfr568,Olfr568,8.90E-01,?,7.48E-01,-1.34E+00,2.30E+00,3.07E+00
Olfr569,Olfr569,1.16E-01,?,2.18E+01,2.18E+01,3.90E+00,1.79E-01
Olfr57,Olfr57,4.59E-01,?,4.79E-01,-2.09E+00,1.93E+00,4.02E+00
Olfr571,Olfr571,7.64E-01,?,6.72E-01,-1.49E+00,4.37E+00,6.50E+00
Olfr574,Olfr574,3.79E-01,?,2.35E-01,-4.26E+00,1.02E+00,4.36E+00
Olfr577,Olfr577,7.21E-01,?,5.12E-01,-1.95E+00,1.83E+00,3.58E+00
Olfr578,Olfr578,5.52E-01,?,3.80E-01,-2.63E+00,2.03E+00,5.33E+00
Olfr582,Olfr582,3.17E-01,?,2.13E-01,-4.71E+00,1.16E+00,5.48E+00
Olfr584,Olfr584,4.52E-01,?,6.20E+00,6.20E+00,2.97E+00,4.79E-01
Olfr586,Olfr586,1.28E-01,?,1.67E-01,-5.97E+00,2.72E+00,1.62E+01
Olfr587-ps1,Olfr587-ps1,1.80E-01,?,2.48E-02,-4.03E+01,1.78E-01,7.18E+00
Olfr588-ps1,Olfr588-ps1,5.70E-02,?,1.90E-01,-5.28E+00,2.75E+00,1.45E+01
Olfr59,Olfr59,1.58E-01,?,1.39E+01,1.39E+01,2.48E+00,1.79E-01
Olfr592,Olfr592,8.32E-01,?,7.46E-01,-1.34E+00,3.05E+00,4.08E+00
Olfr593,Olfr593,3.20E-01,?,1.14E-01,-8.78E+00,5.02E-01,4.41E+00
Olfr596,Olfr596,2.05E-01,?,8.52E+00,8.52E+00,2.50E+00,2.94E-01
Olfr599,Olfr599,1.15E-01,?,3.62E-02,-2.76E+01,1.78E-01,4.92E+00
Olfr6,Olfr6,4.89E-02,?,7.61E-02,-1.31E+01,1.00E+00,1.32E+01
Olfr60,Olfr60,7.26E-01,?,5.32E-01,-1.88E+00,4.97E-01,9.34E-01
Olfr603,Olfr603,1.19E-01,?,7.92E-02,-1.26E+01,9.52E-01,1.20E+01
Olfr607,Olfr607,2.75E-01,?,1.78E+01,1.78E+01,3.18E+00,1.79E-01
Olfr609,Olfr609,7.85E-01,?,1.87E+00,1.87E+00,2.59E+00,1.39E+00
Olfr61,Olfr61,4.45E-02,?,2.40E-02,-4.17E+01,1.78E-01,7.43E+00
Olfr610,Olfr610,7.46E-01,?,1.99E+00,1.99E+00,2.03E+00,1.02E+00
Olfr612,Olfr612,1.22E-01,?,9.40E-02,-1.06E+01,6.33E-01,6.73E+00
Olfr613,Olfr613,8.93E-01,?,1.24E+00,1.24E+00,3.16E+00,2.55E+00
Olfr620,Olfr620,6.35E-01,?,4.92E-01,-2.03E+00,1.23E+00,2.50E+00
Olfr621-ps1,Olfr621-ps1,9.75E-01,?,1.09E+00,1.09E+00,1.81E+00,1.66E+00
Olfr624,Olfr624,3.88E-01,?,5.98E-01,-1.67E+00,8.58E+00,1.44E+01
Olfr629,Olfr629,6.41E-01,?,4.85E-01,-2.06E+00,9.22E-01,1.90E+00
Olfr63,Olfr63,5.46E-01,?,2.01E+00,2.01E+00,8.20E+00,4.08E+00
Olfr632,Olfr632,5.75E-01,?,5.00E-01,-2.00E+00,3.81E+00,7.62E+00
Olfr633,Olfr633,4.38E-01,?,3.45E-01,-2.90E+00,2.35E+00,6.82E+00
Olfr634-ps1,Olfr634-ps1,2.68E-01,?,1.42E+01,1.42E+01,2.54E+00,1.79E-01
Olfr635,Olfr635,8.13E-01,?,6.71E-01,-1.49E+00,1.86E+00,2.78E+00
Olfr638,Olfr638,8.35E-01,?,1.45E+00,1.45E+00,3.71E+00,2.55E+00
Olfr639,Olfr639,8.92E-01,?,1.14E+00,1.14E+00,6.64E+00,5.84E+00
Olfr64,Olfr64,8.03E-01,?,2.03E+00,2.03E+00,2.08E+00,1.02E+00
Olfr640,Olfr640,8.73E-02,?,1.05E-01,-9.52E+00,7.32E-01,6.96E+00
Olfr641,Olfr641,9.96E-01,?,1.01E+00,1.01E+00,1.55E+00,1.53E+00
Olfr642,Olfr642,8.76E-01,?,7.17E-01,-1.40E+00,1.03E+00,1.44E+00
Olfr644,Olfr644,5.37E-01,?,1.91E+00,1.91E+00,6.81E+00,3.56E+00
Olfr645,Olfr645,6.26E-01,?,4.02E-01,-2.49E+00,1.55E+00,3.85E+00
Olfr646,Olfr646,3.13E-01,?,1.57E+01,1.57E+01,2.81E+00,1.79E-01
Olfr648,Olfr648,1.03E-01,?,1.92E-01,-5.22E+00,1.42E+00,7.42E+00
Olfr651,Olfr651,9.12E-01,?,1.18E+00,1.18E+00,2.39E+00,2.03E+00
Olfr652,Olfr652,5.14E-01,?,2.27E+00,2.27E+00,4.60E+00,2.03E+00
Olfr653,Olfr653,1.32E-01,?,8.68E-02,-1.15E+01,2.94E-01,3.38E+00
Olfr654,Olfr654,4.85E-01,?,4.21E+00,4.21E+00,7.53E-01,1.79E-01
Olfr655,Olfr655,8.21E-01,?,1.33E+00,1.33E+00,6.96E+00,5.24E+00
Olfr656,Olfr656,1.14E-01,?,6.30E-02,-1.59E+01,1.78E-01,2.83E+00
Olfr657,Olfr657,2.09E-01,?,4.82E-02,-2.07E+01,1.78E-01,3.69E+00
Olfr658,Olfr658,1.05E-01,?,5.41E-02,-1.85E+01,2.94E-01,5.43E+00
Olfr659,Olfr659,2.98E-01,?,2.77E-01,-3.61E+00,2.48E+00,8.96E+00
Olfr665,Olfr665,8.54E-01,?,1.36E+00,1.36E+00,2.58E+00,1.90E+00
Olfr667,Olfr667,4.91E-01,?,4.50E-01,-2.22E+00,4.87E+00,1.08E+01
Olfr668,Olfr668,5.63E-01,?,2.39E-01,-4.18E+00,4.89E-01,2.05E+00
Olfr669,Olfr669,7.92E-01,?,5.93E-01,-1.69E+00,1.52E+00,2.56E+00
Olfr67,Olfr67,7.78E-01,?,5.84E-01,-1.71E+00,1.79E+00,3.07E+00
Olfr670,Olfr670,6.44E-01,?,5.11E-01,-1.96E+00,3.35E+00,6.55E+00
Olfr671,Olfr671,4.68E-01,?,3.06E-01,-3.27E+00,2.51E+00,8.19E+00
Olfr675,Olfr675,8.23E-01,?,6.95E-01,-1.44E+00,2.03E+00,2.92E+00
Olfr676,Olfr676,9.49E-01,?,1.12E+00,1.12E+00,1.62E+00,1.44E+00
Olfr677,Olfr677,9.07E-01,?,7.70E-01,-1.30E+00,1.97E+00,2.56E+00
Olfr678,Olfr678,9.46E-01,?,8.43E-01,-1.19E+00,1.29E+00,1.53E+00
Olfr679,Olfr679,4.27E-01,?,3.68E-01,-2.71E+00,1.57E+00,4.27E+00
Olfr68,Olfr68,1.86E-01,?,1.99E-01,-5.04E+00,2.46E+00,1.24E+01
Olfr680-ps1,Olfr680-ps1,3.16E-01,?,1.89E+01,1.89E+01,3.38E+00,1.79E-01
Olfr681,Olfr681,2.31E-01,?,1.47E-01,-6.81E+00,3.39E-01,2.31E+00
Olfr683,Olfr683,8.47E-01,?,1.28E+00,1.28E+00,5.65E+00,4.42E+00
Olfr684,Olfr684,7.05E-03,?,2.47E-02,-4.06E+01,1.78E-01,7.22E+00
Olfr689,Olfr689,2.17E-01,?,9.13E+00,9.13E+00,4.54E+00,4.98E-01
Olfr69,Olfr69,6.00E-01,?,2.96E-01,-3.38E+00,9.56E-01,3.23E+00
Olfr690,Olfr690,5.99E-01,?,4.62E+00,4.62E+00,2.34E+00,5.05E-01
Olfr692,Olfr692,4.18E-01,?,3.16E+00,3.16E+00,3.19E+00,1.01E+00
Olfr693,Olfr693,6.17E-01,?,3.28E-01,-3.05E+00,1.18E+00,3.58E+00
Olfr694,Olfr694,8.35E-01,?,7.64E-01,-1.31E+00,4.23E+00,5.54E+00
Olfr695,Olfr695,8.85E-01,?,8.05E-01,-1.24E+00,1.22E+00,1.52E+00
Olfr698,Olfr698,4.83E-01,?,3.61E-01,-2.77E+00,2.21E+00,6.11E+00
Olfr70,Olfr70,5.35E-01,?,5.99E-01,-1.67E+00,5.02E+00,8.39E+00
Olfr701,Olfr701,6.02E-01,?,2.78E+00,2.78E+00,2.83E+00,1.02E+00
Olfr703,Olfr703,4.38E-01,?,9.76E+00,9.76E+00,1.75E+00,1.79E-01
Olfr704,Olfr704,4.59E-01,?,2.74E-01,-3.65E+00,1.81E+00,6.59E+00
Olfr705,Olfr705,1.86E-01,?,1.72E-01,-5.80E+00,2.82E+00,1.63E+01
Olfr706,Olfr706,3.64E-01,?,1.06E-01,-9.44E+00,2.94E-01,2.77E+00
Olfr709-ps1,Olfr709-ps1,8.54E-01,?,1.28E+00,1.28E+00,4.21E+00,3.29E+00
Olfr71,Olfr71,7.85E-01,?,1.29E+00,1.29E+00,3.91E+00,3.03E+00
Olfr711,Olfr711,3.24E-01,?,1.17E+01,1.17E+01,2.09E+00,1.79E-01
Olfr713,Olfr713,8.90E-01,?,8.36E-01,-1.20E+00,2.72E+00,3.25E+00
Olfr714,Olfr714,6.78E-02,?,5.80E-02,-1.72E+01,2.94E-01,5.06E+00
Olfr715,Olfr715,9.68E-01,?,1.10E+00,1.10E+00,2.03E+00,1.85E+00
Olfr715b,Olfr715b,5.84E-01,?,5.77E-01,-1.73E+00,4.04E+00,7.00E+00
Olfr716,Olfr716,3.66E-01,?,1.02E+01,1.02E+01,1.83E+00,1.79E-01
Olfr718-ps1,Olfr718-ps1,5.21E-01,?,2.67E+00,2.67E+00,4.07E+00,1.52E+00
Olfr720,Olfr720,4.03E-01,?,3.36E-01,-2.97E+00,1.95E+00,5.79E+00
Olfr721-ps1,Olfr721-ps1,3.39E-01,?,5.71E+00,5.71E+00,2.84E+00,4.98E-01
Olfr723,Olfr723,9.03E-02,?,2.94E-02,-3.40E+01,1.78E-01,6.06E+00
Olfr728,Olfr728,4.73E-01,?,2.79E-01,-3.58E+00,1.43E+00,5.12E+00
Olfr735,Olfr735,6.32E-01,?,3.45E-01,-2.90E+00,1.24E+00,3.58E+00
Olfr739,Olfr739,9.71E-01,?,1.08E+00,1.08E+00,1.65E+00,1.53E+00
Olfr741,Olfr741,1.58E-01,?,2.74E+01,2.74E+01,4.90E+00,1.79E-01
Olfr744,Olfr744,4.69E-01,?,3.03E-01,-3.30E+00,1.80E+00,5.94E+00
Olfr745,Olfr745,8.45E-01,?,7.72E-01,-1.30E+00,1.50E+00,1.95E+00
Olfr748,Olfr748,4.82E-01,?,2.82E-01,-3.55E+00,4.45E-01,1.58E+00
Olfr750,Olfr750,7.15E-01,?,6.43E-01,-1.55E+00,3.55E+00,5.52E+00
Olfr753-ps1,Olfr753-ps1,7.03E-01,?,6.23E-01,-1.61E+00,3.03E+00,4.87E+00
Olfr755-ps1,Olfr755-ps1,9.42E-01,?,8.98E-01,-1.11E+00,1.67E+00,1.86E+00
Olfr756-ps1,Olfr756-ps1,7.33E-01,?,1.44E+00,1.44E+00,3.43E+00,2.37E+00
Olfr75-ps1,Olfr75-ps1,4.25E-01,?,3.29E-01,-3.04E+00,1.51E+00,4.60E+00
Olfr76,Olfr76,8.25E-01,?,7.69E-01,-1.30E+00,3.50E+00,4.54E+00
Olfr764-ps1,Olfr764-ps1,1.54E-01,?,9.62E-02,-1.04E+01,7.25E-01,7.54E+00
Olfr765,Olfr765,8.07E-01,?,1.66E+00,1.66E+00,1.55E+00,9.30E-01
Olfr766-ps1,Olfr766-ps1,4.04E-01,?,2.90E-01,-3.45E+00,7.49E-01,2.58E+00
Olfr767,Olfr767,9.23E-01,?,8.34E-01,-1.20E+00,2.32E+00,2.78E+00
Olfr768,Olfr768,1.33E-01,?,1.31E-01,-7.61E+00,7.32E-01,5.57E+00
Olfr769,Olfr769,5.07E-02,?,2.35E-02,-4.26E+01,1.78E-01,7.58E+00
Olfr77,Olfr77,6.29E-01,8.43E-01,8.58E-01,-1.17E+00,4.08E+01,4.76E+01
Olfr775,Olfr775,1.95E-02,?,3.93E-02,-2.54E+01,4.90E-01,1.25E+01
Olfr776,Olfr776,6.02E-01,?,3.55E-01,-2.82E+00,1.02E+00,2.87E+00
Olfr777,Olfr777,2.54E-01,?,2.33E-01,-4.29E+00,1.72E+00,7.38E+00
Olfr78,Olfr78,8.62E-01,9.51E-01,9.14E-01,-1.09E+00,2.15E+01,2.35E+01
Olfr784,Olfr784,4.08E-01,7.05E-01,1.67E+00,1.67E+00,1.52E+01,9.10E+00
Olfr785,Olfr785,9.99E-01,?,9.95E-01,-1.00E+00,1.78E-01,1.79E-01
Olfr787,Olfr787,6.07E-01,?,4.41E-01,-2.27E+00,3.36E+00,7.63E+00
Olfr791,Olfr791,7.86E-01,?,6.45E-01,-1.55E+00,2.31E+00,3.58E+00
Olfr792,Olfr792,1.23E-01,?,3.66E-02,-2.73E+01,1.78E-01,4.87E+00
Olfr794,Olfr794,5.42E-01,?,4.36E-01,-2.29E+00,2.97E+00,6.82E+00
Olfr798,Olfr798,1.63E-01,?,9.76E+00,9.76E+00,4.69E+00,4.81E-01
Olfr801,Olfr801,9.63E-01,?,1.10E+00,1.10E+00,1.63E+00,1.48E+00
Olfr802,Olfr802,4.99E-01,?,2.09E-01,-4.79E+00,7.72E-01,3.69E+00
Olfr804,Olfr804,5.08E-01,?,3.58E-01,-2.79E+00,2.02E+00,5.63E+00
Olfr807,Olfr807,1.93E-01,?,2.03E+01,2.03E+01,3.63E+00,1.79E-01
Olfr808,Olfr808,4.44E-01,?,4.58E+00,4.58E+00,2.29E+00,4.99E-01
Olfr809,Olfr809,2.47E-01,?,1.49E-01,-6.70E+00,1.28E+00,8.61E+00
Olfr810,Olfr810,2.21E-01,?,1.18E-01,-8.49E+00,1.03E+00,8.71E+00
Olfr814,Olfr814,3.85E-01,?,1.80E-01,-5.57E+00,7.35E-01,4.09E+00
Olfr822,Olfr822,6.86E-01,?,2.45E+00,2.45E+00,1.18E+00,4.80E-01
Olfr827,Olfr827,8.07E-02,?,2.28E+01,2.28E+01,4.08E+00,1.79E-01
Olfr832,Olfr832,4.52E-01,?,1.51E-01,-6.63E+00,7.73E-01,5.12E+00
Olfr836,Olfr836,8.48E-01,?,1.64E+00,1.64E+00,2.94E-01,1.79E-01
Olfr837,Olfr837,6.86E-01,?,5.75E-01,-1.74E+00,3.59E+00,6.26E+00
Olfr839-ps1,Olfr839-ps1,2.70E-01,?,4.00E+00,4.00E+00,4.02E+00,1.00E+00
Olfr843,Olfr843,9.48E-01,?,9.01E-01,-1.11E+00,2.76E+00,3.06E+00
Olfr849,Olfr849,8.01E-01,?,1.40E+00,1.40E+00,4.29E+00,3.06E+00
Olfr853,Olfr853,5.48E-01,?,4.04E-01,-2.48E+00,2.46E+00,6.09E+00
Olfr856-ps1,Olfr856-ps1,3.15E-01,?,3.08E+00,3.08E+00,6.11E+00,1.98E+00
Olfr857,Olfr857,8.14E-02,?,5.34E-02,-1.87E+01,1.78E-01,3.34E+00
Olfr859,Olfr859,7.57E-01,?,6.40E-01,-1.56E+00,4.46E+00,6.97E+00
Olfr862,Olfr862,3.25E-01,?,9.38E-02,-1.07E+01,1.78E-01,1.90E+00
Olfr869,Olfr869,2.42E-01,?,1.56E+01,1.56E+01,2.78E+00,1.79E-01
Olfr870,Olfr870,6.22E-01,?,3.42E-01,-2.92E+00,7.00E-01,2.04E+00
Olfr871,Olfr871,7.51E-02,?,2.95E-02,-3.39E+01,1.78E-01,6.04E+00
Olfr876,Olfr876,9.26E-01,?,8.46E-01,-1.18E+00,3.03E+00,3.58E+00
Olfr878,Olfr878,4.37E-02,?,2.41E-02,-4.14E+01,1.78E-01,7.38E+00
Olfr881,Olfr881,1.88E-01,?,5.85E-02,-1.71E+01,2.94E-01,5.02E+00
Olfr887,Olfr887,3.97E-01,?,1.88E-01,-5.33E+00,7.69E-01,4.09E+00
Olfr888,Olfr888,7.68E-01,?,5.46E-01,-1.83E+00,1.29E+00,2.36E+00
Olfr889,Olfr889,7.41E-01,?,5.52E-01,-1.81E+00,2.32E+00,4.21E+00
Olfr894,Olfr894,2.91E-01,?,8.26E-02,-1.21E+01,3.05E-01,3.69E+00
Olfr898,Olfr898,9.04E-01,?,8.41E-01,-1.19E+00,2.77E+00,3.29E+00
Olfr90,Olfr90,9.98E-02,3.61E-01,2.29E+00,2.29E+00,4.32E+01,1.89E+01
Olfr904,Olfr904,4.44E-01,?,2.54E-01,-3.94E+00,7.66E-01,3.02E+00
Olfr905,Olfr905,9.16E-01,?,1.21E+00,1.21E+00,4.15E+00,3.43E+00
Olfr91,Olfr91,3.85E-01,6.88E-01,6.50E-01,-1.54E+00,1.87E+01,2.87E+01
Olfr910,Olfr910,9.00E-01,?,1.24E+00,1.24E+00,2.53E+00,2.04E+00
Olfr911-ps1,Olfr911-ps1,7.02E-01,?,4.19E-01,-2.39E+00,1.36E+00,3.23E+00
Olfr912,Olfr912,7.92E-02,?,3.00E-02,-3.34E+01,1.78E-01,5.94E+00
Olfr919,Olfr919,5.32E-01,?,4.05E+00,4.05E+00,2.03E+00,5.02E-01
Olfr92,Olfr92,9.80E-02,?,1.52E-01,-6.56E+00,1.24E+00,8.13E+00
Plagl2,Plagl2,2.36E-03,4.05E-02,1.61E+00,1.61E+00,2.46E+02,1.53E+02
Olfr921,Olfr921,9.56E-01,?,9.63E-01,-1.04E+00,6.97E+00,7.24E+00
